;;Acuan Pencarian;;ditampilkan;;;;;;;;;;;;;;;
Supplier;Name;Order;Supplier;Internal Reference;Item Number;Description;Description2;Quantity Ordered;Unit of Measure; PO Cost ;Currency;Taxable;Tax Class;Tax Rate;Receipt Date;External Reference;Transaction Date;Receipt Quantity;Receipt_Price
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231014;TYT-FF004-OB;FLANGE, WATER BY PASS;16353-0C010;540;PC;456;IDR;Yes;PPN;12,00%;14/07/2025;22510708;14/07/2025;120;54.720,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231104;MII-FS219-OB;"SPACER; EXH MFD";MRM-8975406040;11.520,00;PC;225;IDR;Yes;PPN;12,00%;15/07/2025;22510788;15/07/2025;2.304,00;518.400,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231104;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;15/07/2025;22510788;15/07/2025;900;546.300,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231104;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;15/07/2025;22510788;15/07/2025;1.700,00;1.105.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231105;KBT-FS223-OB;SUPPORT TENSION PULLEY;1T156-74411;2.400,00;PC;472;IDR;Yes;PPN;12,00%;15/07/2025;22510787;15/07/2025;900;424.800,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231105;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;15/07/2025;22510787;15/07/2025;1.800,00;1.350.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231105;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;15/07/2025;22510787;15/07/2025;6.150,00;4.612.500,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231180;MII-FS219-OB;"SPACER; EXH MFD";MRM-8975406040;11.520,00;PC;225;IDR;Yes;PPN;12,00%;16/07/2025;22510873;16/07/2025;1.152,00;259.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231180;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;16/07/2025;22510873;16/07/2025;600;364.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231180;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;16/07/2025;22510873;16/07/2025;1.400,00;910.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231181;HMI-FW031-OB;WEDGE CASTER;48191-OW020;240;PC;1.000;IDR;Yes;PPN;12,00%;16/07/2025;22510872;16/07/2025;120;120.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231181;HMI-FW032-OB;WEDGE CASTER;48191-OW010;1.040,00;PC;1.000;IDR;Yes;PPN;12,00%;16/07/2025;22510872;16/07/2025;120;120.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231181;KBT-FB248-O;BRACKET ENGINE FRONT;EG633-06531;384;PC;4.289;IDR;Yes;PPN;12,00%;16/07/2025;22510872;16/07/2025;210;900.690,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231181;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;16/07/2025;22510872;16/07/2025;1.400,00;1.050.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231181;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;16/07/2025;22510872;16/07/2025;7.200,00;5.400.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231260;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;17/07/2025;22510948;17/07/2025;800;485.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231260;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;17/07/2025;22510948;17/07/2025;1.100,00;715.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231261;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;17/07/2025;22510947;17/07/2025;600;450.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231261;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;17/07/2025;22510947;17/07/2025;3.750,00;2.812.500,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231357;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;18/07/2025;22511039;18/07/2025;800;485.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231357;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;18/07/2025;22511039;18/07/2025;800;520.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231358;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;18/07/2025;22511038;18/07/2025;1.200,00;900.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231358;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;18/07/2025;22511038;18/07/2025;6.300,00;4.725.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231362;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;18/07/2025;22511037;18/07/2025;159;119.250,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231362;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;18/07/2025;22511037;18/07/2025;153;114.750,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231470;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;21/07/2025;22511125;21/07/2025;700;424.900,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231470;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;21/07/2025;22511125;21/07/2025;300;195.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231469;HMI-FW032-OB;WEDGE CASTER;48191-OW010;1.040,00;PC;1.000;IDR;Yes;PPN;12,00%;21/07/2025;22511124;21/07/2025;120;120.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231469;KBT-FS223-OB;SUPPORT TENSION PULLEY;1T156-74411;2.400,00;PC;472;IDR;Yes;PPN;12,00%;21/07/2025;22511124;21/07/2025;300;141.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231469;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;21/07/2025;22511124;21/07/2025;1.400,00;1.050.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231469;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;21/07/2025;22511124;21/07/2025;7.200,00;5.400.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231469;TYT-FC118-OB;COLLAR;90387-T0024;2.000,00;PC;295;IDR;Yes;PPN;12,00%;21/07/2025;22511124;21/07/2025;1.000,00;295.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231537;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;22/07/2025;22511204;22/07/2025;600;450.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231537;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;113.400,00;PC;750;IDR;Yes;PPN;12,00%;22/07/2025;22511204;22/07/2025;3.000,00;2.250.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231538;MII-FS219-OB;"SPACER; EXH MFD";MRM-8975406040;11.520,00;PC;225;IDR;Yes;PPN;12,00%;22/07/2025;22511205;22/07/2025;1.152,00;259.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231538;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;22/07/2025;22511205;22/07/2025;600;450.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231538;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;22/07/2025;22511205;22/07/2025;800;485.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231538;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;22/07/2025;22511205;22/07/2025;900;585.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231592;HPM-FB226-O;BRKT, M/P TUBE;46406-T86 -P000;1.200,00;PC;562;IDR;Yes;PPN;12,00%;23/07/2025;22511267;23/07/2025;480;269.760,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231592;KBT-FB247-O;BRACKET ENGGINE REAR;EG633-06541;384;PC;5.155;IDR;Yes;PPN;12,00%;23/07/2025;22511267;23/07/2025;120;618.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231592;MII-FT003-OB;"SPACER;ADJ PLT";MRM-8975294100;1.728,00;PC;239;IDR;Yes;PPN;12,00%;23/07/2025;22511267;23/07/2025;288;68.832,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231591;HPM-FB226-O;BRKT, M/P TUBE;46406-T86 -P000;1.440,00;PC;562;IDR;Yes;PPN;12,00%;23/07/2025;22511268;23/07/2025;240;134.880,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231591;KBT-FS223-OB;SUPPORT TENSION PULLEY;1T156-74411;2.000,00;PC;472;IDR;Yes;PPN;12,00%;23/07/2025;22511268;23/07/2025;300;141.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231591;MII-FS219-OB;"SPACER; EXH MFD";MRM-8975406040;11.520,00;PC;225;IDR;Yes;PPN;12,00%;23/07/2025;22511268;23/07/2025;1.152,00;259.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231591;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;23/07/2025;22511268;23/07/2025;7.050,00;5.287.500,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231591;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;23/07/2025;22511268;23/07/2025;1.200,00;728.400,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231591;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;23/07/2025;22511268;23/07/2025;2.200,00;1.430.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250274;SCJP0045;RC231698;HMI-FB147-OB;BRACKET SUB-ASSY, SWITCH;S840Z-EW011-00;432;PC;9.000;IDR;Yes;PPN;12,00%;24/07/2025;22511349;24/07/2025;36;324.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231699;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;24/07/2025;22511349;24/07/2025;200;150.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231697;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;24/07/2025;22511350;24/07/2025;7.200,00;5.400.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231697;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;24/07/2025;22511350;24/07/2025;400;242.800,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231697;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;24/07/2025;22511350;24/07/2025;700;455.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250441;SCJP0045;RC231761;KYB-FO020-O;OUTER SHEEL;A4206-00101-GL2;166;PC;3.755;IDR;Yes;PPN;12,00%;25/07/2025;22511397;25/07/2025;80;300.400,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250274;SCJP0045;RC231764;HMI-FB147-OB;BRACKET SUB-ASSY, SWITCH;S840Z-EW011-00;432;PC;9.000;IDR;Yes;PPN;12,00%;25/07/2025;22511420;25/07/2025;12;108.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231766;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;25/07/2025;22511420;25/07/2025;1.600,00;1.200.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231768;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;25/07/2025;22511421;25/07/2025;7.350,00;5.512.500,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231768;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;25/07/2025;22511421;25/07/2025;300;182.100,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231768;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;25/07/2025;22511421;25/07/2025;300;195.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231862;HMI-FW032-OB;WEDGE CASTER;48191-OW010;800;PC;1.000;IDR;Yes;PPN;12,00%;28/07/2025;22511517;28/07/2025;160;160.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231862;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;28/07/2025;22511517;28/07/2025;6.000,00;4.500.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231862;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;28/07/2025;22511517;28/07/2025;1.400,00;849.800,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231862;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;28/07/2025;22511517;28/07/2025;1.600,00;1.040.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250457;SCJP0045;RC231864;TYT-FF004-OB;FLANGE, WATER BY PASS;16353-0C010;257;PC;664;IDR;Yes;PPN;12,00%;28/07/2025;22511519;28/07/2025;257;170.648,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231863;IAM-FR027-OB;ROD ASM, HOOD HOLD 5X;89769-53450;288;PC;846;IDR;Yes;PPN;12,00%;28/07/2025;22511516;28/07/2025;48;40.608,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231863;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;28/07/2025;22511516;28/07/2025;1.400,00;1.050.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231863;TYT-FF004-OB;FLANGE, WATER BY PASS;16353-0C010;540;PC;456;IDR;Yes;PPN;12,00%;28/07/2025;22511516;28/07/2025;120;54.720,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250460;SCJP0045;RC231934;MII-FS219-OB;"SPACER; EXH MFD";MRM-8975406040;1.152,00;PC;225;IDR;Yes;PPN;12,00%;29/07/2025;22511601;29/07/2025;1.152,00;259.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231933;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;29/07/2025;22511600;29/07/2025;6.300,00;4.725.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231933;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;29/07/2025;22511600;29/07/2025;600;364.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC231933;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;29/07/2025;22511600;29/07/2025;1.200,00;780.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231935;HMI-FW031-OB;WEDGE CASTER;48191-OW020;240;PC;1.000;IDR;Yes;PPN;12,00%;29/07/2025;22511599;29/07/2025;120;120.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231935;HMI-FW032-OB;WEDGE CASTER;48191-OW010;1.040,00;PC;1.000;IDR;Yes;PPN;12,00%;29/07/2025;22511599;29/07/2025;80;80.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231935;IAM-FR027-OB;ROD ASM, HOOD HOLD 5X;89769-53450;288;PC;846;IDR;Yes;PPN;12,00%;29/07/2025;22511599;29/07/2025;48;40.608,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC231935;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;29/07/2025;22511599;29/07/2025;1.600,00;1.200.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC232024;KBT-FB247-O;BRACKET ENGGINE REAR;EG633-06541;384;PC;5.155;IDR;Yes;PPN;12,00%;30/07/2025;22511680;30/07/2025;105;541.275,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250357;SCJP0045;RC232024;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;18.400,00;PC;750;IDR;Yes;PPN;12,00%;30/07/2025;22511680;30/07/2025;1.800,00;1.350.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232023;HMI-FW032-OB;WEDGE CASTER;48191-OW010;800;PC;1.000;IDR;Yes;PPN;12,00%;30/07/2025;22511681;30/07/2025;120;120.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232023;KBT-FS223-OB;SUPPORT TENSION PULLEY;1T156-74411;2.000,00;PC;472;IDR;Yes;PPN;12,00%;30/07/2025;22511681;30/07/2025;300;141.600,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232023;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;30/07/2025;22511681;30/07/2025;7.200,00;5.400.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232023;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;30/07/2025;22511681;30/07/2025;600;364.200,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232023;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;30/07/2025;22511681;30/07/2025;600;390.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232093;HMI-FB147-OB;BRACKET SUB-ASSY, SWITCH;S840Z-EW011-00;216;PC;9.000;IDR;Yes;PPN;12,00%;31/07/2025;22511755;31/07/2025;90;810.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232093;KYB-FS178-OB;SPRING SEAT;12201-02657-GL2;23.200,00;PC;750;IDR;Yes;PPN;12,00%;31/07/2025;22511755;31/07/2025;2.000,00;1.500.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232093;NIC-FC248-O;CLAMPER B BRAKE HOSE;45157-K1A -N800;162.000,00;PC;750;IDR;Yes;PPN;12,00%;31/07/2025;22511755;31/07/2025;7.050,00;5.287.500,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232093;TYT-FH027-OB;HOL,CAB MOU CUSHION NO.1;52218-0K010;17.040,00;PC;607;IDR;Yes;PPN;12,00%;31/07/2025;22511755;31/07/2025;1.000,00;607.000,00
SCJP0045;PT. SURTECKARIYA INDONESIA;SC250408;SCJP0045;RC232093;TYT-FH028-OB;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.840,00;PC;650;IDR;Yes;PPN;12,00%;31/07/2025;22511755;31/07/2025;1.000,00;650.000,00
SCJP0047;INDUSTRI LOGAM PERKASA, PT;SC250415;SCJP0047;RC230713;HMI-FS153-5-O;SUPP RR NO.1 S51E1-EW050;"SAPH440 t6.0 X 4"" X 8""";288;PC;9.810;IDR;Yes;PPN;12,00%;09/07/2025;09/JULI/2025;09/07/2025;288;2.825.280,00
SCJP0047;INDUSTRI LOGAM PERKASA, PT;SC250361;SCJP0047;RC230715;HMI-FS153-5-O;SUPP RR NO.1 S51E1-EW050;"SAPH440 t6.0 X 4"" X 8""";288;PC;9.810;IDR;Yes;PPN;12,00%;09/07/2025;09/JULI/2025;09/07/2025;286;2.805.660,00
SCJP0047;INDUSTRI LOGAM PERKASA, PT;SC250415;SCJP0047;RC231486;HMI-FS149-2-O;SUPP RR NO.1 S51E1-EW162;"SAPH440 t4.5 X 4"" X 8""";278;PC;13.860;IDR;Yes;PPN;12,00%;22/07/2025;21/JULI/2025;22/07/2025;270;3.742.200,00
SCJP0047;INDUSTRI LOGAM PERKASA, PT;SC250361;SCJP0047;RC231416;HMI-FS153-5-O;SUPP RR NO.1 S51E1-EW050;"SAPH440 t6.0 X 4"" X 8""";288;PC;9.810;IDR;Yes;PPN;12,00%;09/07/2025;09/JULI/2025;21/07/2025;-286;-2.805.660,00
SCJP0047;INDUSTRI LOGAM PERKASA, PT;SC250415;SCJP0047;RC231418;HMI-FS153-5-O;SUPP RR NO.1 S51E1-EW050;"SAPH440 t6.0 X 4"" X 8""";288,1;PC;9.810;IDR;Yes;PPN;12,00%;09/07/2025;09/JULI/2025;21/07/2025;-288;-2.825.280,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231287;HPM-FB192-OB;BRKT A, RR SIDE;84615-T86 -K001;4.920,00;PC;1.660;IDR;Yes;PPN;12,00%;18/07/2025;CNK/25/07/014;18/07/2025;450;747.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231288;HPM-FB192-OB;BRKT A, RR SIDE;84615-T86 -K001;4.920,00;PC;1.660;IDR;Yes;PPN;12,00%;18/07/2025;CNK/25/07/014;18/07/2025;-450;-747.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231476;HPM-FB192-OB;BRKT A, RR SIDE;84615-T86 -K001;4.920,00;PC;1.660;IDR;Yes;PPN;12,00%;21/07/2025;CNK/25/07/015;21/07/2025;300;498.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231476;HPM-FB208-OB;BRKT,M/P TUBE;46468-3M1 -T000;1.680,00;PC;1.210;IDR;Yes;PPN;12,00%;21/07/2025;CNK/25/07/015;21/07/2025;420;508.200,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231476;HPM-FS189-OB;STAY G/BOX R;50290-T86 -K000;3.480,00;PC;1.310;IDR;Yes;PPN;12,00%;21/07/2025;CNK/25/07/015;21/07/2025;360;471.600,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231476;HPM-FS190-OB;STAY G/BOX L;50295-T86 -K000;3.480,00;PC;1.080;IDR;Yes;PPN;12,00%;21/07/2025;CNK/25/07/015;21/07/2025;420;453.600,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231544;HPM-FB192-OB;BRKT A, RR SIDE;84615-T86 -K001;4.920,00;PC;1.660;IDR;Yes;PPN;12,00%;22/07/2025;CNK/25/07/016;22/07/2025;300;498.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231544;HPM-FS189-OB;STAY G/BOX R;50290-T86 -K000;3.480,00;PC;1.310;IDR;Yes;PPN;12,00%;22/07/2025;CNK/25/07/016;22/07/2025;180;235.800,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231602;HPM-FB193-OB;BRKT B, RR SIDE;84616-T86 -K002;5.040,00;PC;868;IDR;Yes;PPN;12,00%;23/07/2025;CNK/25/07/022;23/07/2025;720;624.960,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231706;HPM-FB192-OB;BRKT A, RR SIDE;84615-T86 -K001;4.920,00;PC;1.660;IDR;Yes;PPN;12,00%;24/07/2025;CNK/25/07/026;24/07/2025;300;498.000,00
SCJP0048;ACTMETAL INDONESIA, PT;SC250362;SCJP0048;RC231707;HPM-FB193-OB;BRKT B, RR SIDE;84616-T86 -K002;5.040,00;PC;868;IDR;Yes;PPN;12,00%;24/07/2025;CNK/25/07/025;24/07/2025;240;208.320,00
